"","score","asfeeling"
"888",100,"Strongly Favorable"
"889",81,"Strongly Favorable"
"890",75,"Lightly Favorable"
"891",67,"Lightly Favorable"
"892",50,"Unfavorable"
"893",85,"Strongly Favorable"
"894",52,"Lightly Favorable"
"895",100,"Strongly Favorable"
"896",85,"Strongly Favorable"
"897",30,"Unfavorable"
"898",50,"Unfavorable"
"899",100,"Strongly Favorable"
"900",79,"Strongly Favorable"
"901",100,"Strongly Favorable"
"902",73,"Lightly Favorable"
"903",61,"Lightly Favorable"
"904",49,"Unfavorable"
"905",100,"Strongly Favorable"
"906",100,"Strongly Favorable"
"907",90,"Strongly Favorable"
"908",95,"Strongly Favorable"
"909",88,"Strongly Favorable"
"910",65,"Lightly Favorable"
"911",100,"Strongly Favorable"
"912",51,"Lightly Favorable"
"913",53,"Lightly Favorable"
"914",100,"Strongly Favorable"
"915",85,"Strongly Favorable"
"916",49,"Unfavorable"
"917",79,"Strongly Favorable"
"918",60,"Lightly Favorable"
"919",60,"Lightly Favorable"
"920",90,"Strongly Favorable"
"921",40,"Unfavorable"
"922",81,"Strongly Favorable"
"923",52,"Lightly Favorable"
"924",96,"Strongly Favorable"
"925",46,"Unfavorable"
"926",50,"Unfavorable"
"927",75,"Lightly Favorable"
"928",50,"Unfavorable"
"929",100,"Strongly Favorable"
"930",100,"Strongly Favorable"
"931",23,"Strongly unfavorable"
"932",95,"Strongly Favorable"
"933",100,"Strongly Favorable"
"934",50,"Unfavorable"
"935",70,"Lightly Favorable"
"936",50,"Unfavorable"
"937",97,"Strongly Favorable"
"938",78,"Strongly Favorable"
"939",91,"Strongly Favorable"
"940",61,"Lightly Favorable"
"941",50,"Unfavorable"
"942",66,"Lightly Favorable"
"943",61,"Lightly Favorable"
"944",90,"Strongly Favorable"
"945",19,"Strongly unfavorable"
"946",51,"Lightly Favorable"
"947",53,"Lightly Favorable"
"948",80,"Strongly Favorable"
"949",76,"Strongly Favorable"
"950",100,"Strongly Favorable"
"951",80,"Strongly Favorable"
"952",71,"Lightly Favorable"
"953",99,"Strongly Favorable"
"954",50,"Unfavorable"
"955",81,"Strongly Favorable"
"956",94,"Strongly Favorable"
"957",71,"Lightly Favorable"
"958",53,"Lightly Favorable"
"959",80,"Strongly Favorable"
"960",13,"Strongly unfavorable"
"961",93,"Strongly Favorable"
"962",75,"Lightly Favorable"
"963",100,"Strongly Favorable"
"964",75,"Lightly Favorable"
"965",56,"Lightly Favorable"
"966",92,"Strongly Favorable"
"967",98,"Strongly Favorable"
"968",94,"Strongly Favorable"
"969",75,"Lightly Favorable"
"970",80,"Strongly Favorable"
"971",50,"Unfavorable"
"972",52,"Lightly Favorable"
"973",91,"Strongly Favorable"
"974",49,"Unfavorable"
"975",91,"Strongly Favorable"
"976",52,"Lightly Favorable"
"977",70,"Lightly Favorable"
"978",90,"Strongly Favorable"
"979",81,"Strongly Favorable"
"980",100,"Strongly Favorable"
"981",100,"Strongly Favorable"
"982",61,"Lightly Favorable"
"983",46,"Unfavorable"
"984",81,"Strongly Favorable"
"985",100,"Strongly Favorable"
"986",40,"Unfavorable"
"987",91,"Strongly Favorable"
"988",100,"Strongly Favorable"
"989",100,"Strongly Favorable"
"990",53,"Lightly Favorable"
"991",60,"Lightly Favorable"
"992",75,"Lightly Favorable"
"993",40,"Unfavorable"
"994",100,"Strongly Favorable"
"995",77,"Strongly Favorable"
"996",50,"Unfavorable"
"997",50,"Unfavorable"
"998",87,"Strongly Favorable"
"999",80,"Strongly Favorable"
"1000",50,"Unfavorable"
"1001",39,"Unfavorable"
"1002",60,"Lightly Favorable"
"1003",55,"Lightly Favorable"
"1004",80,"Strongly Favorable"
"1005",81,"Strongly Favorable"
"1006",90,"Strongly Favorable"
"1007",67,"Lightly Favorable"
"1008",97,"Strongly Favorable"
"1009",51,"Lightly Favorable"
"1010",75,"Lightly Favorable"
"1011",46,"Unfavorable"
"1012",80,"Strongly Favorable"
"1013",92,"Strongly Favorable"
"1014",78,"Strongly Favorable"
"1015",57,"Lightly Favorable"
"1016",77,"Strongly Favorable"
"1017",100,"Strongly Favorable"
"1018",70,"Lightly Favorable"
"1019",81,"Strongly Favorable"
"1020",88,"Strongly Favorable"
"1021",99,"Strongly Favorable"
"1022",41,"Unfavorable"
"1023",99,"Strongly Favorable"
"1024",50,"Unfavorable"
"1025",80,"Strongly Favorable"
"1026",38,"Unfavorable"
"1027",90,"Strongly Favorable"
"1028",76,"Strongly Favorable"
"1029",97,"Strongly Favorable"
"1030",68,"Lightly Favorable"
"1031",90,"Strongly Favorable"
"1032",80,"Strongly Favorable"
"1033",100,"Strongly Favorable"
"1034",54,"Lightly Favorable"
"1035",100,"Strongly Favorable"
"1036",55,"Lightly Favorable"
"1037",91,"Strongly Favorable"
"1038",100,"Strongly Favorable"
"1039",75,"Lightly Favorable"
"1040",90,"Strongly Favorable"
"1041",68,"Lightly Favorable"
"1042",76,"Strongly Favorable"
"1043",94,"Strongly Favorable"
"1044",28,"Unfavorable"
"1045",90,"Strongly Favorable"
"1046",81,"Strongly Favorable"
"1047",100,"Strongly Favorable"
"1048",79,"Strongly Favorable"
"1049",82,"Strongly Favorable"
"1050",91,"Strongly Favorable"
"1051",100,"Strongly Favorable"
"1052",80,"Strongly Favorable"
"1053",100,"Strongly Favorable"
"1054",66,"Lightly Favorable"
"1055",100,"Strongly Favorable"
"1056",77,"Strongly Favorable"
"1057",50,"Unfavorable"
"1058",96,"Strongly Favorable"
"1059",74,"Lightly Favorable"
"1060",99,"Strongly Favorable"
"1061",94,"Strongly Favorable"
"1062",95,"Strongly Favorable"
"1063",83,"Strongly Favorable"
"1064",75,"Lightly Favorable"
"1065",81,"Strongly Favorable"
"1066",49,"Unfavorable"
"1067",100,"Strongly Favorable"
"1068",95,"Strongly Favorable"
"1069",100,"Strongly Favorable"
"1070",50,"Unfavorable"
"1071",72,"Lightly Favorable"
"1072",50,"Unfavorable"
"1073",50,"Unfavorable"
"1074",100,"Strongly Favorable"
"1075",80,"Strongly Favorable"
"1076",51,"Lightly Favorable"
"1077",53,"Lightly Favorable"
"1078",100,"Strongly Favorable"
"1079",54,"Lightly Favorable"
"1080",86,"Strongly Favorable"
"1081",98,"Strongly Favorable"
"1082",100,"Strongly Favorable"
"1083",92,"Strongly Favorable"
"1084",50,"Unfavorable"
"1085",82,"Strongly Favorable"
"1086",82,"Strongly Favorable"
"1087",95,"Strongly Favorable"
"1088",79,"Strongly Favorable"
"1089",69,"Lightly Favorable"
"1090",100,"Strongly Favorable"
"1091",69,"Lightly Favorable"
"1092",99,"Strongly Favorable"
"1093",86,"Strongly Favorable"
"1094",56,"Lightly Favorable"
"1095",100,"Strongly Favorable"
"1096",90,"Strongly Favorable"
"1097",50,"Unfavorable"
"1098",50,"Unfavorable"
"1099",59,"Lightly Favorable"
"1100",76,"Strongly Favorable"
"1101",76,"Strongly Favorable"
"1102",90,"Strongly Favorable"
"1103",30,"Unfavorable"
"1104",53,"Lightly Favorable"
"1105",59,"Lightly Favorable"
"1106",50,"Unfavorable"
"1107",89,"Strongly Favorable"
"1108",56,"Lightly Favorable"
"1109",49,"Unfavorable"
"1110",77,"Strongly Favorable"
"1111",94,"Strongly Favorable"
"1112",80,"Strongly Favorable"
"1113",86,"Strongly Favorable"
"1114",51,"Lightly Favorable"
"1115",81,"Strongly Favorable"
"1116",84,"Strongly Favorable"
"1117",79,"Strongly Favorable"
"1118",100,"Strongly Favorable"
"1119",52,"Lightly Favorable"
"1120",50,"Unfavorable"
"1121",77,"Strongly Favorable"
"1122",70,"Lightly Favorable"
"1123",50,"Unfavorable"
"1124",50,"Unfavorable"
"1125",100,"Strongly Favorable"
"1126",53,"Lightly Favorable"
"1127",50,"Unfavorable"
"1128",91,"Strongly Favorable"
"1129",76,"Strongly Favorable"
"1130",62,"Lightly Favorable"
"1131",80,"Strongly Favorable"
"1132",24,"Strongly unfavorable"
"1133",79,"Strongly Favorable"
"1134",26,"Unfavorable"
"1135",80,"Strongly Favorable"
"1136",100,"Strongly Favorable"
"1137",70,"Lightly Favorable"
"1138",81,"Strongly Favorable"
"1139",50,"Unfavorable"
"1140",59,"Lightly Favorable"
"1141",81,"Strongly Favorable"
"1142",64,"Lightly Favorable"
"1143",90,"Strongly Favorable"
"1144",79,"Strongly Favorable"
"1145",50,"Unfavorable"
"1146",59,"Lightly Favorable"
"1147",49,"Unfavorable"
"1148",100,"Strongly Favorable"
"1149",100,"Strongly Favorable"
"1150",70,"Lightly Favorable"
"1151",100,"Strongly Favorable"
"1152",90,"Strongly Favorable"
"1153",77,"Strongly Favorable"
"1154",53,"Lightly Favorable"
"1155",90,"Strongly Favorable"
"1156",81,"Strongly Favorable"
"1157",52,"Lightly Favorable"
"1158",90,"Strongly Favorable"
"1159",92,"Strongly Favorable"
"1160",81,"Strongly Favorable"
"1161",100,"Strongly Favorable"
"1162",81,"Strongly Favorable"
"1163",69,"Lightly Favorable"
"1164",50,"Unfavorable"
"1165",91,"Strongly Favorable"
"1166",81,"Strongly Favorable"
"1167",100,"Strongly Favorable"
"1168",75,"Lightly Favorable"
"1169",93,"Strongly Favorable"
"1170",100,"Strongly Favorable"
"1171",100,"Strongly Favorable"
"1172",99,"Strongly Favorable"
"1173",51,"Lightly Favorable"
"1174",66,"Lightly Favorable"
"1175",96,"Strongly Favorable"
"1176",100,"Strongly Favorable"
"1177",80,"Strongly Favorable"
"1178",59,"Lightly Favorable"
"1179",80,"Strongly Favorable"
"1180",77,"Strongly Favorable"
"1181",48,"Unfavorable"
"1182",100,"Strongly Favorable"
"1183",7,"Strongly unfavorable"
"1184",90,"Strongly Favorable"
"1185",75,"Lightly Favorable"
"1186",88,"Strongly Favorable"
"1187",91,"Strongly Favorable"
"1188",49,"Unfavorable"
"1189",98,"Strongly Favorable"
"1190",71,"Lightly Favorable"
"1191",99,"Strongly Favorable"
"1192",22,"Strongly unfavorable"
"1193",55,"Lightly Favorable"
"1194",88,"Strongly Favorable"
"1195",68,"Lightly Favorable"
"1196",87,"Strongly Favorable"
"1197",24,"Strongly unfavorable"
"1198",75,"Lightly Favorable"
"1199",97,"Strongly Favorable"
"1200",92,"Strongly Favorable"
"1201",50,"Unfavorable"
"1202",97,"Strongly Favorable"
"1203",70,"Lightly Favorable"
"1204",31,"Unfavorable"
"1205",84,"Strongly Favorable"
"1206",29,"Unfavorable"
"1207",91,"Strongly Favorable"
"1208",88,"Strongly Favorable"
"1209",75,"Lightly Favorable"
"1210",91,"Strongly Favorable"
"1211",100,"Strongly Favorable"
"1212",78,"Strongly Favorable"
"1213",80,"Strongly Favorable"
"1214",60,"Lightly Favorable"
"1215",82,"Strongly Favorable"
"1216",60,"Lightly Favorable"
"1217",59,"Lightly Favorable"
"1218",50,"Unfavorable"
"1219",90,"Strongly Favorable"
"1220",89,"Strongly Favorable"
"1221",95,"Strongly Favorable"
"1222",75,"Lightly Favorable"
"1223",6,"Strongly unfavorable"
"1224",50,"Unfavorable"
"1225",50,"Unfavorable"
"1226",100,"Strongly Favorable"
"1227",91,"Strongly Favorable"
"1228",52,"Lightly Favorable"
"1229",99,"Strongly Favorable"
"1230",91,"Strongly Favorable"
"1231",100,"Strongly Favorable"
"1232",50,"Unfavorable"
"1233",88,"Strongly Favorable"
"1234",70,"Lightly Favorable"
"1235",70,"Lightly Favorable"
"1236",80,"Strongly Favorable"
"1237",91,"Strongly Favorable"
"1238",52,"Lightly Favorable"
"1239",40,"Unfavorable"
"1240",87,"Strongly Favorable"
"1241",45,"Unfavorable"
"1242",78,"Strongly Favorable"
"1243",90,"Strongly Favorable"
"1244",90,"Strongly Favorable"
"1245",95,"Strongly Favorable"
"1246",100,"Strongly Favorable"
"1247",72,"Lightly Favorable"
"1248",50,"Unfavorable"
"1249",75,"Lightly Favorable"
"1250",71,"Lightly Favorable"
"1251",70,"Lightly Favorable"
"1252",31,"Unfavorable"
"1253",97,"Strongly Favorable"
"1254",98,"Strongly Favorable"
"1255",93,"Strongly Favorable"
"1256",63,"Lightly Favorable"
"1257",77,"Strongly Favorable"
"1258",35,"Unfavorable"
"1259",95,"Strongly Favorable"
"1260",70,"Lightly Favorable"
"1261",51,"Lightly Favorable"
"1262",50,"Unfavorable"
"1263",51,"Lightly Favorable"
"1264",30,"Unfavorable"
"1265",100,"Strongly Favorable"
"1266",63,"Lightly Favorable"
"1267",100,"Strongly Favorable"
"1268",81,"Strongly Favorable"
"1269",50,"Unfavorable"
"1270",50,"Unfavorable"
"1271",71,"Lightly Favorable"
"1272",52,"Lightly Favorable"
"1273",98,"Strongly Favorable"
"1274",50,"Unfavorable"
"1275",49,"Unfavorable"
"1276",6,"Strongly unfavorable"
"1277",98,"Strongly Favorable"
"1278",77,"Strongly Favorable"
"1279",60,"Lightly Favorable"
"1280",77,"Strongly Favorable"
"1281",100,"Strongly Favorable"
"1282",89,"Strongly Favorable"
"1283",52,"Lightly Favorable"
"1284",80,"Strongly Favorable"
"1285",16,"Strongly unfavorable"
"1286",65,"Lightly Favorable"
"1287",87,"Strongly Favorable"
"1288",100,"Strongly Favorable"
"1289",91,"Strongly Favorable"
"1290",98,"Strongly Favorable"
"1291",20,"Strongly unfavorable"
"1292",70,"Lightly Favorable"
"1293",91,"Strongly Favorable"
"1294",50,"Unfavorable"
"1295",71,"Lightly Favorable"
"1296",94,"Strongly Favorable"
"1297",97,"Strongly Favorable"
"1298",52,"Lightly Favorable"
"1299",91,"Strongly Favorable"
"1300",40,"Unfavorable"
"1301",74,"Lightly Favorable"
"1302",86,"Strongly Favorable"
"1303",90,"Strongly Favorable"
"1304",70,"Lightly Favorable"
"1305",92,"Strongly Favorable"
"1306",85,"Strongly Favorable"
"1307",90,"Strongly Favorable"
"1308",79,"Strongly Favorable"
"1309",69,"Lightly Favorable"
"1310",80,"Strongly Favorable"
"1311",98,"Strongly Favorable"
"1312",54,"Lightly Favorable"
"1313",52,"Lightly Favorable"
"1314",89,"Strongly Favorable"
"1315",58,"Lightly Favorable"
"1316",85,"Strongly Favorable"
"1317",78,"Strongly Favorable"
"1318",53,"Lightly Favorable"
"1319",75,"Lightly Favorable"
"1320",51,"Lightly Favorable"
"1321",50,"Unfavorable"
"1322",76,"Strongly Favorable"
"1323",100,"Strongly Favorable"
"1324",65,"Lightly Favorable"
"1325",78,"Strongly Favorable"
"1326",50,"Unfavorable"
"1327",100,"Strongly Favorable"
"1328",46,"Unfavorable"
"1329",64,"Lightly Favorable"
"1330",2,"Strongly unfavorable"
"1331",90,"Strongly Favorable"
"1332",76,"Strongly Favorable"
"1333",100,"Strongly Favorable"
"1334",35,"Unfavorable"
"1335",56,"Lightly Favorable"
"1336",95,"Strongly Favorable"
"1337",76,"Strongly Favorable"
"1338",80,"Strongly Favorable"
"1339",97,"Strongly Favorable"
"1340",90,"Strongly Favorable"
"1341",3,"Strongly unfavorable"
"1342",58,"Lightly Favorable"
"1343",33,"Unfavorable"
"1344",52,"Lightly Favorable"
"1345",48,"Unfavorable"
"1346",50,"Unfavorable"
"1347",98,"Strongly Favorable"
"1348",72,"Lightly Favorable"
"1349",100,"Strongly Favorable"
"1350",100,"Strongly Favorable"
"1351",70,"Lightly Favorable"
"1352",90,"Strongly Favorable"
"1353",41,"Unfavorable"
"1354",80,"Strongly Favorable"
"1355",99,"Strongly Favorable"
"1356",80,"Strongly Favorable"
"1357",50,"Unfavorable"
"1358",99,"Strongly Favorable"
"1359",76,"Strongly Favorable"
"1360",98,"Strongly Favorable"
"1361",99,"Strongly Favorable"
"1362",99,"Strongly Favorable"
"1363",95,"Strongly Favorable"
"1364",97,"Strongly Favorable"
"1365",96,"Strongly Favorable"
"1366",63,"Lightly Favorable"
"1367",26,"Unfavorable"
"1368",75,"Lightly Favorable"
"1369",97,"Strongly Favorable"
"1370",61,"Lightly Favorable"
"1371",80,"Strongly Favorable"
"1372",50,"Unfavorable"
"1373",50,"Unfavorable"
"1374",59,"Lightly Favorable"
"1375",80,"Strongly Favorable"
"1376",82,"Strongly Favorable"
"1377",65,"Lightly Favorable"
"1378",100,"Strongly Favorable"
"1379",90,"Strongly Favorable"
"1380",99,"Strongly Favorable"
"1381",75,"Lightly Favorable"
"1382",73,"Lightly Favorable"
"1383",100,"Strongly Favorable"
"1384",91,"Strongly Favorable"
"1385",99,"Strongly Favorable"
"1386",97,"Strongly Favorable"
"1387",79,"Strongly Favorable"
"1388",88,"Strongly Favorable"
"1389",80,"Strongly Favorable"
"1390",51,"Lightly Favorable"
"1391",91,"Strongly Favorable"
"1392",100,"Strongly Favorable"
"1393",50,"Unfavorable"
"1394",91,"Strongly Favorable"
"1395",50,"Unfavorable"
"1396",78,"Strongly Favorable"
"1397",69,"Lightly Favorable"
"1398",31,"Unfavorable"
"1399",70,"Lightly Favorable"
"1400",10,"Strongly unfavorable"
"1401",95,"Strongly Favorable"
"1402",71,"Lightly Favorable"
"1403",90,"Strongly Favorable"
"1404",20,"Strongly unfavorable"
"1405",77,"Strongly Favorable"
"1406",82,"Strongly Favorable"
"1407",76,"Strongly Favorable"
"1408",99,"Strongly Favorable"
"1409",50,"Unfavorable"
"1410",41,"Unfavorable"
"1411",97,"Strongly Favorable"
"1412",80,"Strongly Favorable"
"1413",100,"Strongly Favorable"
"1414",72,"Lightly Favorable"
"1415",70,"Lightly Favorable"
"1416",78,"Strongly Favorable"
"1417",84,"Strongly Favorable"
"1418",50,"Unfavorable"
"1419",31,"Unfavorable"
"1420",50,"Unfavorable"
"1421",85,"Strongly Favorable"
"1422",100,"Strongly Favorable"
"1423",91,"Strongly Favorable"
"1424",100,"Strongly Favorable"
"1425",0,"Strongly unfavorable"
"1426",78,"Strongly Favorable"
"1427",73,"Lightly Favorable"
"1428",70,"Lightly Favorable"
"1429",100,"Strongly Favorable"
"1430",82,"Strongly Favorable"
"1431",90,"Strongly Favorable"
"1432",100,"Strongly Favorable"
"1433",64,"Lightly Favorable"
"1434",51,"Lightly Favorable"
"1435",99,"Strongly Favorable"
"1436",78,"Strongly Favorable"
"1437",83,"Strongly Favorable"
"1438",100,"Strongly Favorable"
"1439",100,"Strongly Favorable"
"1440",25,"Strongly unfavorable"
"1441",95,"Strongly Favorable"
"1442",50,"Unfavorable"
"1443",22,"Strongly unfavorable"
"1444",100,"Strongly Favorable"
"1445",98,"Strongly Favorable"
"1446",44,"Unfavorable"
"1447",68,"Lightly Favorable"
"1448",49,"Unfavorable"
"1449",51,"Lightly Favorable"
"1450",42,"Unfavorable"
"1451",90,"Strongly Favorable"
"1452",50,"Unfavorable"
"1453",100,"Strongly Favorable"
"1454",57,"Lightly Favorable"
"1455",50,"Unfavorable"
"1456",78,"Strongly Favorable"
"1457",81,"Strongly Favorable"
"1458",95,"Strongly Favorable"
"1459",100,"Strongly Favorable"
"1460",100,"Strongly Favorable"
"1461",53,"Lightly Favorable"
"1462",61,"Lightly Favorable"
"1463",50,"Unfavorable"
"1464",51,"Lightly Favorable"
"1465",41,"Unfavorable"
"1466",46,"Unfavorable"
"1467",52,"Lightly Favorable"
"1468",79,"Strongly Favorable"
"1469",95,"Strongly Favorable"
"1470",46,"Unfavorable"
"1471",83,"Strongly Favorable"
"1472",100,"Strongly Favorable"
"1473",85,"Strongly Favorable"
"1474",61,"Lightly Favorable"
"1475",93,"Strongly Favorable"
"1476",90,"Strongly Favorable"
"1477",50,"Unfavorable"
"1478",50,"Unfavorable"
"1479",80,"Strongly Favorable"
"1480",76,"Strongly Favorable"
"1481",21,"Strongly unfavorable"
"1482",50,"Unfavorable"
"1483",91,"Strongly Favorable"
"1484",35,"Unfavorable"
"1485",70,"Lightly Favorable"
"1486",79,"Strongly Favorable"
"1487",89,"Strongly Favorable"
"1488",82,"Strongly Favorable"
"1489",90,"Strongly Favorable"
"1490",37,"Unfavorable"
"1491",97,"Strongly Favorable"
"1492",50,"Unfavorable"
"1493",50,"Unfavorable"
"1494",11,"Strongly unfavorable"
"1495",48,"Unfavorable"
"1496",80,"Strongly Favorable"
"1497",100,"Strongly Favorable"
"1498",50,"Unfavorable"
"1499",69,"Lightly Favorable"
"1500",85,"Strongly Favorable"
"1501",94,"Strongly Favorable"
"1502",100,"Strongly Favorable"
"1503",81,"Strongly Favorable"
"1504",98,"Strongly Favorable"
"1505",100,"Strongly Favorable"
"1506",75,"Lightly Favorable"
"1507",100,"Strongly Favorable"
"1508",62,"Lightly Favorable"
"1509",40,"Unfavorable"
"1510",90,"Strongly Favorable"
"1511",51,"Lightly Favorable"
"1512",38,"Unfavorable"
"1513",50,"Unfavorable"
"1514",59,"Lightly Favorable"
"1515",80,"Strongly Favorable"
"1516",50,"Unfavorable"
"1517",79,"Strongly Favorable"
"1518",53,"Lightly Favorable"
"1519",0,"Strongly unfavorable"
"1520",50,"Unfavorable"
"1521",62,"Lightly Favorable"
"1522",77,"Strongly Favorable"
"1523",63,"Lightly Favorable"
"1524",87,"Strongly Favorable"
"1525",51,"Lightly Favorable"
"1526",35,"Unfavorable"
"1527",71,"Lightly Favorable"
"1528",50,"Unfavorable"
"1529",59,"Lightly Favorable"
"1530",71,"Lightly Favorable"
"1531",50,"Unfavorable"
"1532",100,"Strongly Favorable"
"1533",50,"Unfavorable"
"1534",75,"Lightly Favorable"
"1535",75,"Lightly Favorable"
"1536",80,"Strongly Favorable"
"1537",98,"Strongly Favorable"
"1538",48,"Unfavorable"
"1539",50,"Unfavorable"
"1540",87,"Strongly Favorable"
"1541",63,"Lightly Favorable"
"1542",94,"Strongly Favorable"
"1543",50,"Unfavorable"
"1544",52,"Lightly Favorable"
"1545",80,"Strongly Favorable"
"1546",55,"Lightly Favorable"
"1547",67,"Lightly Favorable"
"1548",41,"Unfavorable"
"1549",76,"Strongly Favorable"
"1550",67,"Lightly Favorable"
"1551",100,"Strongly Favorable"
"1552",99,"Strongly Favorable"
"1553",88,"Strongly Favorable"
"1554",49,"Unfavorable"
